date      	time	Q	Flag
2007-01-30	0:00	2.8883136	C
2007-01-31	0:00	2.42391808	C
2007-02-01	0:00	2.44657152	C
2007-02-02	0:00	2.02181952	C
2007-02-03	0:00	2.03031456	C
2007-02-04	0:00	1.87174048	C
2007-02-05	0:00	1.71033472	C
2007-02-06	0:00	1.86041376	C
2007-02-07	0:00	1.81793856	C
2007-02-08	0:00	1.64520608	C
2007-02-09	0:00	1.75280992	C
2007-02-10	0:00	1.66502784	C
2007-02-11	0:00	1.9255424	C
2007-02-12	0:00	2.052968	C
2007-02-13	0:00	1.62255264	C
2007-02-14	0:00	1.08453344	C
2007-02-15	0:00	1.21195904	C
2007-02-16	0:00	1.31956288	C
2007-02-17	0:00	1.58007744	C
2007-02-18	0:00	1.38469152	C
2007-02-19	0:00	1.77263168	C
2007-02-20	0:00	1.77263168	C
2007-02-21	0:00	1.9680176	C
2007-02-22	0:00	1.73015648	C
2007-02-23	0:00	2.09827488	C
2007-02-24	0:00	1.9255424	C
2007-02-25	0:00	1.81793856	C
2007-02-26	0:00	1.64520608	C
2007-02-27	0:00	1.9538592	C
2007-02-28	0:00	1.8689088	C
2007-03-01	0:00	1.8122752	C
2007-03-02	0:00	1.7839584	C
2007-03-03	0:00	1.44982016	C
2007-03-04	0:00	1.27991936	C
2007-03-05	0:00	1.29407776	C
2007-03-06	0:00	1.11285024	C
2007-03-07	0:00	0.77588032	C
2007-03-08	0:00	0.77588032	C
2007-03-09	0:00	0.97409792	C
2007-03-10	0:00	0.91746432	C
2007-03-11	0:00	1.30823616	C
2007-03-12	0:00	2.76371968	C
2007-03-13	0:00	23.502944	C
2007-03-14	0:00	70.225664	C
2007-03-15	0:00	76.172192	C
2007-03-16	0:00	71.641504	C
2007-03-17	0:00	67.393984	C
2007-03-18	0:00	64.279136	C
2007-03-19	0:00	54.085088	C
2007-03-20	0:00	50.687072	C
2007-03-21	0:00	48.988064	C
2007-03-22	0:00	58.615776	C
2007-03-23	0:00	53.518752	C
2007-03-24	0:00	47.289056	C
2007-03-25	0:00	46.156384	C
2007-03-26	0:00	42.4752	C
2007-03-27	0:00	37.661344	C
2007-03-28	0:00	34.263328	C
2007-03-29	0:00	31.997984	C
2007-03-30	0:00	45.590048	C
2007-03-31	0:00	64.279136	C
2007-04-01	0:00	79.570208	C
2007-04-02	0:00	69.942496	C
2007-04-03	0:00	64.845472	C
2007-04-04	0:00	56.350432	C
2007-04-05	0:00	46.439552	C
2007-04-06	0:00	39.926688	C
2007-04-07	0:00	34.263328	C
2007-04-08	0:00	30.582144	C
2007-04-09	0:00	27.5522464	C
2007-04-10	0:00	24.8055168	C
2007-04-11	0:00	23.786112	C
2007-04-12	0:00	22.8799744	C
2007-04-13	0:00	22.8233408	C
2007-04-14	0:00	25.8815552	C
2007-04-15	0:00	28.3168	C
2007-04-16	0:00	27.5805632	C
2007-04-17	0:00	25.909872	C
2007-04-18	0:00	23.7294784	C
2007-04-19	0:00	21.8322528	C
2007-04-20	0:00	20.0199776	C
2007-04-21	0:00	18.5191872	C
2007-04-22	0:00	17.3298816	C
2007-04-23	0:00	18.5191872	C
2007-04-24	0:00	20.9261152	C
2007-04-25	0:00	31.431648	C
2007-04-26	0:00	31.714816	C
2007-04-27	0:00	27.8637312	C
2007-04-28	0:00	24.1542304	C
2007-04-29	0:00	21.3508672	C
2007-04-30	0:00	19.0855232	C
2007-05-01	0:00	17.4714656	C
2007-05-02	0:00	16.140576	C
2007-05-03	0:00	15.2061216	C
2007-05-04	0:00	14.583152	C
2007-05-05	0:00	13.9601824	C
2007-05-06	0:00	14.2433504	C
2007-05-07	0:00	17.0750304	C
2007-05-08	0:00	17.3865152	C
2007-05-09	0:00	16.6785952	C
2007-05-10	0:00	15.6591904	C
2007-05-11	0:00	14.5548352	C
2007-05-12	0:00	13.5637472	C
2007-05-13	0:00	12.8275104	C
2007-05-14	0:00	12.3461248	C
2007-05-15	0:00	12.1195904	C
2007-05-16	0:00	11.3550368	C
2007-05-17	0:00	10.7037504	C
2007-05-18	0:00	10.194048	C
2007-05-19	0:00	9.627712	C
2007-05-20	0:00	9.1463264	C
2007-05-21	0:00	8.8065248	C
2007-05-22	0:00	8.5516736	C
2007-05-23	0:00	8.5233568	C
2007-05-24	0:00	19.3120576	C
2007-05-25	0:00	32.56432	C
2007-05-26	0:00	26.6744256	C
2007-05-27	0:00	22.8516576	C
2007-05-28	0:00	20.104928	C
2007-05-29	0:00	18.0378016	C
2007-05-30	0:00	16.5086944	C
2007-05-31	0:00	15.715824	C
2007-06-01	0:00	15.4609728	C
2007-06-02	0:00	15.8857248	C
2007-06-03	0:00	15.715824	C
2007-06-04	0:00	15.0928544	C
2007-06-05	0:00	14.5548352	C
2007-06-06	0:00	13.7619648	C
2007-06-07	0:00	13.4221632	C
2007-06-08	0:00	12.1479072	C
2007-06-09	0:00	11.0152352	C
2007-06-10	0:00	10.0807808	C
2007-06-11	0:00	9.344544	C
2007-06-12	0:00	8.778208	C
2007-06-13	0:00	8.1835552	C
2007-06-14	0:00	7.7021696	C
2007-06-15	0:00	7.2491008	C
2007-06-16	0:00	6.9092992	C
2007-06-17	0:00	6.7393984	C
2007-06-18	0:00	6.7393984	C
2007-06-19	0:00	7.6172192	C
2007-06-20	0:00	6.9942496	C
2007-06-21	0:00	6.3995968	C
2007-06-22	0:00	6.1164288	C
2007-06-23	0:00	6.2013792	C
2007-06-24	0:00	6.2013792	C
2007-06-25	0:00	5.7766272	C
2007-06-26	0:00	5.380192	C
2007-06-27	0:00	4.8988064	C
2007-06-28	0:00	4.530688	C
2007-06-29	0:00	4.24752	C
2007-06-30	0:00	4.0776192	C
2007-07-01	0:00	3.7378176	C
2007-07-02	0:00	3.4546496	C
2007-07-03	0:00	3.2281152	C
2007-07-04	0:00	3.1431648	C
2007-07-05	0:00	3.0865312	C
2007-07-06	0:00	2.80053152	C
2007-07-07	0:00	2.61364064	C
2007-07-08	0:00	2.45789824	C
2007-07-09	0:00	2.7325712	C
2007-07-10	0:00	2.8599968	C
2007-07-11	0:00	2.39560128	C
2007-07-12	0:00	2.20587872	C
2007-07-13	0:00	2.0246512	C
2007-07-14	0:00	1.8830672	C
2007-07-15	0:00	1.73015648	C
2007-07-16	0:00	1.71882976	C
2007-07-17	0:00	2.10110656	C
2007-07-18	0:00	2.79486816	C
2007-07-19	0:00	3.7378176	C
2007-07-20	0:00	3.1714816	C
2007-07-21	0:00	2.55700704	C
2007-07-22	0:00	2.29649248	C
2007-07-23	0:00	2.15774016	C
2007-07-24	0:00	2.052968	C
2007-07-25	0:00	1.91987904	C
2007-07-26	0:00	2.00199776	C
2007-07-27	0:00	3.0865312	C
2007-07-28	0:00	2.973264	C
2007-07-29	0:00	2.44090816	C
2007-07-30	0:00	2.18322528	C
2007-07-31	0:00	1.91704736	C
2007-08-01	0:00	1.78679008	C
2007-08-02	0:00	1.69334464	C
2007-08-03	0:00	1.55176064	C
2007-08-04	0:00	2.1520768	C
2007-08-05	0:00	3.6528672	C
2007-08-06	0:00	3.5112832	C
2007-08-07	0:00	3.4263328	C
2007-08-08	0:00	3.0298976	C
2007-08-09	0:00	2.69859104	C
2007-08-10	0:00	2.35878944	C
2007-08-11	0:00	2.0388096	C
2007-08-12	0:00	1.89439392	C
2007-08-13	0:00	1.71882976	C
2007-08-14	0:00	1.699008	C
2007-08-15	0:00	2.04730464	C
2007-08-16	0:00	2.3927696	C
2007-08-17	0:00	2.32480928	C
2007-08-18	0:00	3.5112832	C
2007-08-19	0:00	18.2926528	C
2007-08-20	0:00	46.439552	C
2007-08-21	0:00	46.156384	C
2007-08-22	0:00	59.182112	C
2007-08-23	0:00	60.031616	C
2007-08-24	0:00	50.403904	C
2007-08-25	0:00	42.4752	C
2007-08-26	0:00	35.962336	C
2007-08-27	0:00	30.865312	C
2007-08-28	0:00	26.6744256	C
2007-08-29	0:00	26.9292768	C
2007-08-30	0:00	26.3063072	C
2007-08-31	0:00	22.0021536	C
2007-09-01	0:00	18.1793856	C
2007-09-02	0:00	15.5459232	C
2007-09-03	0:00	13.4221632	C
2007-09-04	0:00	11.6665216	C
2007-09-05	0:00	10.2223648	C
2007-09-06	0:00	8.9764256	C
2007-09-07	0:00	13.3655296	C
2007-09-08	0:00	16.9334464	C
2007-09-09	0:00	14.2150336	C
2007-09-10	0:00	13.308896	C
2007-09-11	0:00	13.0540448	C
2007-09-12	0:00	11.7231552	C
2007-09-13	0:00	10.4488992	C
2007-09-14	0:00	9.5144448	C
2007-09-15	0:00	8.5233568	C
2007-09-16	0:00	8.0986048	C
2007-09-17	0:00	7.8437536	C
2007-09-18	0:00	7.4473184	C
2007-09-19	0:00	8.5516736	C
2007-09-20	0:00	10.2223648	C
2007-09-21	0:00	10.5904832	C
2007-09-22	0:00	9.9391968	C
2007-09-23	0:00	9.061376	C
2007-09-24	0:00	8.5799904	C
2007-09-25	0:00	12.3461248	C
2007-09-26	0:00	16.3671104	C
2007-09-27	0:00	15.0928544	C
2007-09-28	0:00	13.875232	C
2007-09-29	0:00	12.74256	C
2007-09-30	0:00	12.4027584	C
2007-10-01	0:00	17.4714656	C
2007-10-02	0:00	21.1243328	C
2007-10-03	0:00	31.714816	C
2007-10-04	0:00	30.015808	C
2007-10-05	0:00	26.7876928	C
2007-10-06	0:00	24.8055168	C
2007-10-07	0:00	23.36136	C
2007-10-08	0:00	26.19304	C
2007-10-09	0:00	29.166304	C
2007-10-10	0:00	25.0037344	C
2007-10-11	0:00	22.3419552	C
2007-10-12	0:00	20.6995808	C
2007-10-13	0:00	19.2837408	C
2007-10-14	0:00	19.2837408	C
2007-10-15	0:00	25.0886848	C
2007-10-16	0:00	28.599968	C
2007-10-17	0:00	28.599968	C
2007-10-18	0:00	30.298976	C
2007-10-19	0:00	40.776192	C
2007-10-20	0:00	40.776192	C
2007-10-21	0:00	37.661344	C
2007-10-22	0:00	34.829664	C
2007-10-23	0:00	33.130656	C
2007-10-24	0:00	30.865312	C
2007-10-25	0:00	28.883136	C
2007-10-26	0:00	26.9292768	C
2007-10-27	0:00	24.918784	C
2007-10-28	0:00	22.936608	C
2007-10-29	0:00	21.2659168	C
2007-10-30	0:00	19.82176	C
2007-10-31	0:00	18.40592	C
2007-11-01	0:00	16.9617632	C
2007-11-02	0:00	16.0556256	C
2007-11-03	0:00	15.291072	C
2007-11-04	0:00	14.6397856	C
2007-11-05	0:00	14.016816	C
2007-11-06	0:00	13.2805792	C
2007-11-07	0:00	12.7142432	C
2007-11-08	0:00	12.600976	C
2007-11-09	0:00	12.2045408	C
2007-11-10	0:00	11.6382048	C
2007-11-11	0:00	11.4966208	C
2007-11-12	0:00	11.043552	C
2007-11-13	0:00	10.6471168	C
2007-11-14	0:00	10.5055328	C
2007-11-15	0:00	9.9675136	C
2007-11-16	0:00	9.5144448	C
2007-11-17	0:00	9.486128	C
2007-11-18	0:00	9.1463264	C
2007-11-19	0:00	8.9481088	C
2007-11-20	0:00	8.778208	C
2007-11-21	0:00	8.5799904	C
2007-11-22	0:00	8.353456	C
2007-11-23	0:00	7.9570208	C
2007-11-24	0:00	7.8154368	C
2007-11-25	0:00	7.7588032	C
2007-11-26	0:00	7.8720704	C
2007-11-27	0:00	7.2491008	C
2007-11-28	0:00	6.3146464	C
2007-11-29	0:00	4.7005888	C
2007-11-30	0:00	4.7855392	C
2007-12-01	0:00	5.1253408	C
2007-12-02	0:00	6.5694976	C
2007-12-03	0:00	5.804944	C
2007-12-04	0:00	7.4756352	C
2007-12-05	0:00	7.2774176	C
2007-12-06	0:00	6.3146464	C
2007-12-07	0:00	6.4562304	C
2007-12-08	0:00	5.8615776	C
2007-12-09	0:00	5.6350432	C
2007-12-10	0:00	5.7483104	C
2007-12-11	0:00	6.088112	C
2007-12-12	0:00	5.804944	C
2007-12-13	0:00	5.946528	C
2007-12-14	0:00	5.3235584	C
2007-12-15	0:00	5.2952416	C
2007-12-16	0:00	5.3235584	C
2007-12-17	0:00	5.1819744	C
2007-12-18	0:00	5.1819744	C
2007-12-19	0:00	4.7855392	C
2007-12-20	0:00	4.8988064	C
2007-12-21	0:00	5.0403904	C
2007-12-22	0:00	4.672272	C
2007-12-23	0:00	4.2192032	C
2007-12-24	0:00	4.4174208	C
2007-12-25	0:00	4.6439552	C
2007-12-26	0:00	4.7289056	C
2007-12-27	0:00	4.7572224	C
2007-12-28	0:00	4.5023712	C
2007-12-29	0:00	4.2758368	C
2007-12-30	0:00	4.1908864	C
2007-12-31	0:00	4.4457376	C
2008-01-01	0:00	4.24752	C
2008-01-02	0:00	3.8794016	C
2008-01-03	0:00	4.0209856	C
2008-01-04	0:00	4.3041536	C
2008-01-05	0:00	4.5023712	C
2008-01-06	0:00	4.530688	C
2008-01-07	0:00	4.6439552	C
2008-01-08	0:00	4.7855392	C
2008-01-09	0:00	4.9271232	C
2008-01-10	0:00	5.0403904	C
2008-01-11	0:00	4.9837568	C
2008-01-12	0:00	4.8988064	C
2008-01-13	0:00	4.24752	C
2008-01-14	0:00	3.964352	C
2008-01-15	0:00	3.5962336	C
2008-01-16	0:00	3.6528672	C
2008-01-17	0:00	3.5962336	C
2008-01-18	0:00	3.2847488	C
2008-01-19	0:00	3.0015808	C
2008-01-20	0:00	2.8883136	C
2008-01-21	0:00	2.80619488	C
2008-01-22	0:00	2.68160096	C
2008-01-23	0:00	2.5768288	C
2008-01-24	0:00	2.4210864	C
2008-01-25	0:00	2.56550208	C
2008-01-26	0:00	2.66461088	C
2008-01-27	0:00	2.973264	C
2008-01-28	0:00	3.0582144	C
2008-01-29	0:00	2.8033632	C
2008-01-30	0:00	2.44373984	C
2008-01-31	0:00	2.548512	C
2008-02-01	0:00	2.61647232	C
2008-02-02	0:00	2.82318496	C
2008-02-03	0:00	2.75805632	C
2008-02-04	0:00	3.0015808	C
2008-02-05	0:00	2.8883136	C
2008-02-06	0:00	2.6476208	C
2008-02-07	0:00	2.48904672	C
2008-02-08	0:00	2.619304	C
2008-02-09	0:00	2.48055168	C
2008-02-10	0:00	2.0671264	C
2008-02-11	0:00	2.24269056	C
2008-02-12	0:00	2.18605696	C
2008-02-13	0:00	2.16340352	C
2008-02-14	0:00	2.24269056	C
2008-02-15	0:00	2.10393824	C
2008-02-16	0:00	2.2228688	C
2008-02-17	0:00	2.2936608	C
2008-02-18	0:00	2.17473024	C
2008-02-19	0:00	2.05863136	C
2008-02-20	0:00	1.95102752	C
2008-02-21	0:00	2.0104928	C
2008-02-22	0:00	2.06995808	C
2008-02-23	0:00	2.1520768	C
2008-02-24	0:00	2.37577952	C
2008-02-25	0:00	2.73823456	C
2008-02-26	0:00	2.21720544	C
2008-02-27	0:00	2.0388096	C
2008-02-28	0:00	1.81793856	C
2008-02-29	0:00	1.86041376	C
2008-03-01	0:00	1.88023552	C
2008-03-02	0:00	1.99350272	C
2008-03-03	0:00	1.99916608	C
2008-03-04	0:00	1.9397008	C
2008-03-05	0:00	1.82077024	C
2008-03-06	0:00	1.72166144	C
2008-03-07	0:00	1.52627552	C
2008-03-08	0:00	1.36770144	C
2008-03-09	0:00	1.56591904	C
2008-03-10	0:00	1.7414832	C
2008-03-11	0:00	2.17756192	C
2008-03-12	0:00	3.7095008	C
2008-03-13	0:00	20.7562144	C
2008-03-14	0:00	47.289056	C
2008-03-15	0:00	31.714816	C
2008-03-16	0:00	26.2496736	C
2008-03-17	0:00	22.9649248	C
2008-03-18	0:00	20.8694816	C
2008-03-19	0:00	20.4164128	C
2008-03-20	0:00	24.8338336	C
2008-03-21	0:00	24.1825472	C
2008-03-22	0:00	20.4164128	C
2008-03-23	0:00	15.5459232	C
2008-03-24	0:00	12.6859264	C
2008-03-25	0:00	11.8364224	C
2008-03-26	0:00	11.5532544	C
2008-03-27	0:00	11.2984032	C
2008-03-28	0:00	10.7037504	C
2008-03-29	0:00	10.0241472	C
2008-03-30	0:00	9.5710784	C
2008-03-31	0:00	12.4310752	C
2008-04-01	0:00	24.5789824	C
2008-04-02	0:00	21.4075008	C
2008-04-03	0:00	18.8873056	C
2008-04-04	0:00	16.5936448	C
2008-04-05	0:00	15.149488	C
2008-04-06	0:00	14.3283008	C
2008-04-07	0:00	13.7619648	C
2008-04-08	0:00	12.884144	C
2008-04-09	0:00	12.2045408	C
2008-04-10	0:00	13.3655296	C
2008-04-11	0:00	34.829664	C
2008-04-12	0:00	41.908864	C
2008-04-13	0:00	35.112832	C
2008-04-14	0:00	30.582144	C
2008-04-15	0:00	27.7787808	C
2008-04-16	0:00	25.1736352	C
2008-04-17	0:00	22.228688	C
2008-04-18	0:00	23.1631424	C
2008-04-19	0:00	35.679168	C
2008-04-20	0:00	32.847488	C
2008-04-21	0:00	29.166304	C
2008-04-22	0:00	26.6744256	C
2008-04-23	0:00	24.4090816	C
2008-04-24	0:00	23.5878944	C
2008-04-25	0:00	54.085088	C
2008-04-26	0:00	57.766272	C
2008-04-27	0:00	47.289056	C
2008-04-28	0:00	41.342528	C
2008-04-29	0:00	36.81184	C
2008-04-30	0:00	32.847488	C
2008-05-01	0:00	29.73264	C
2008-05-02	0:00	27.4956128	C
2008-05-03	0:00	28.175216	C
2008-05-04	0:00	26.476208	C
2008-05-05	0:00	23.9560128	C
2008-05-06	0:00	22.370272	C
2008-05-07	0:00	21.94552	C
2008-05-08	0:00	21.1809664	C
2008-05-09	0:00	19.9916608	C
2008-05-10	0:00	19.11384	C
2008-05-11	0:00	18.7174048	C
2008-05-12	0:00	17.7546336	C
2008-05-13	0:00	16.9334464	C
2008-05-14	0:00	16.3671104	C
2008-05-15	0:00	15.5176064	C
2008-05-16	0:00	14.9795872	C
2008-05-17	0:00	14.4982016	C
2008-05-18	0:00	13.9884992	C
2008-05-19	0:00	13.5354304	C
2008-05-20	0:00	13.2805792	C
2008-05-21	0:00	12.74256	C
2008-05-22	0:00	12.03464	C
2008-05-23	0:00	11.8647392	C
2008-05-24	0:00	11.468304	C
2008-05-25	0:00	11.3550368	C
2008-05-26	0:00	11.2984032	C
2008-05-27	0:00	10.7037504	C
2008-05-28	0:00	10.1374144	C
2008-05-29	0:00	13.0823616	C
2008-05-30	0:00	54.934592	C
2008-05-31	0:00	50.403904	C
2008-06-01	0:00	40.209856	C
2008-06-02	0:00	35.962336	C
2008-06-03	0:00	34.263328	C
2008-06-04	0:00	32.56432	C
2008-06-05	0:00	33.696992	C
2008-06-06	0:00	37.378176	C
2008-06-07	0:00	42.4752	C
2008-06-08	0:00	294.49472	C
2008-06-09	0:00	278.637312	C
2008-06-10	0:00	173.015648	C
2008-06-11	0:00	133.938464	C
2008-06-12	0:00	175.847328	C
2008-06-13	0:00	152.627552	C
2008-06-14	0:00	134.787968	C
2008-06-15	0:00	112.984032	C
2008-06-16	0:00	92.595936	C
2008-06-17	0:00	77.588032	C
2008-06-18	0:00	67.110816	C
2008-06-19	0:00	58.898944	C
2008-06-20	0:00	51.536576	C
2008-06-21	0:00	45.30688	C
2008-06-22	0:00	39.926688	C
2008-06-23	0:00	35.112832	C
2008-06-24	0:00	31.431648	C
2008-06-25	0:00	28.599968	C
2008-06-26	0:00	25.626704	C
2008-06-27	0:00	26.9575936	C
2008-06-28	0:00	27.7787808	C
2008-06-29	0:00	27.0142272	C
2008-06-30	0:00	26.0797728	C
2008-07-01	0:00	24.0409632	C
2008-07-02	0:00	22.1437376	C
2008-07-03	0:00	19.963344	C
2008-07-04	0:00	18.8873056	C
2008-07-05	0:00	17.1599808	C
2008-07-06	0:00	15.7724576	C
2008-07-07	0:00	30.015808	C
2008-07-08	0:00	54.651424	C
2008-07-09	0:00	32.281152	C
2008-07-10	0:00	23.0498752	C
2008-07-11	0:00	18.5191872	C
2008-07-12	0:00	16.1122592	C
2008-07-13	0:00	14.1584	C
2008-07-14	0:00	12.6859264	C
2008-07-15	0:00	11.2417696	C
2008-07-16	0:00	10.2789984	C
2008-07-17	0:00	10.2506816	C
2008-07-18	0:00	16.5370112	C
2008-07-19	0:00	16.0556256	C
2008-07-20	0:00	20.954432	C
2008-07-21	0:00	19.1704736	C
2008-07-22	0:00	15.7724576	C
2008-07-23	0:00	13.6486976	C
2008-07-24	0:00	12.0629568	C
2008-07-25	0:00	10.8453344	C
2008-07-26	0:00	10.052464	C
2008-07-27	0:00	9.5710784	C
2008-07-28	0:00	10.8170176	C
2008-07-29	0:00	9.8542464	C
2008-07-30	0:00	9.20296	C
2008-07-31	0:00	8.3817728	C
2008-08-01	0:00	7.78712	C
2008-08-02	0:00	7.6172192	C
2008-08-03	0:00	6.9092992	C
2008-08-04	0:00	6.229696	C
2008-08-05	0:00	6.0314784	C
2008-08-06	0:00	5.9748448	C
2008-08-07	0:00	5.8615776	C
2008-08-08	0:00	5.66336	C
2008-08-09	0:00	5.4368256	C
2008-08-10	0:00	4.7572224	C
2008-08-11	0:00	4.4457376	C
2008-08-12	0:00	4.5590048	C
2008-08-13	0:00	4.530688	C
2008-08-14	0:00	4.3324704	C
2008-08-15	0:00	4.0209856	C
2008-08-16	0:00	3.9077184	C
2008-08-17	0:00	3.7095008	C
2008-08-18	0:00	3.5679168	C
2008-08-19	0:00	3.4263328	C
2008-08-20	0:00	3.1714816	C
2008-08-21	0:00	3.114848	C
2008-08-22	0:00	3.1714816	C
2008-08-23	0:00	2.8883136	C
2008-08-24	0:00	2.8599968	C
2008-08-25	0:00	2.74389792	C
2008-08-26	0:00	2.75805632	C
2008-08-27	0:00	2.57399712	C
2008-08-28	0:00	4.4174208	C
2008-08-29	0:00	5.521776	C
2008-08-30	0:00	3.964352	C
2008-08-31	0:00	3.3696992	C
2008-09-01	0:00	3.0015808	C
2008-09-02	0:00	2.8883136	C
2008-09-03	0:00	2.82318496	C
2008-09-04	0:00	2.61364064	C
2008-09-05	0:00	2.65611584	C
2008-09-06	0:00	2.8599968	C
2008-09-07	0:00	2.69292768	C
2008-09-08	0:00	2.65894752	C
2008-09-09	0:00	2.7750464	C
2008-09-10	0:00	2.57399712	C
2008-09-11	0:00	2.54568032	C
2008-09-12	0:00	2.51170016	C
2008-09-13	0:00	2.51736352	C
2008-09-14	0:00	2.59381888	C
2008-09-15	0:00	2.51170016	C
2008-09-16	0:00	2.38993792	C
2008-09-17	0:00	2.31348256	C
2008-09-18	0:00	2.17756192	C
2008-09-19	0:00	2.05013632	C
2008-09-20	0:00	2.00766112	C
2008-09-21	0:00	1.98500768	C
2008-09-22	0:00	1.91704736	C
2008-09-23	0:00	2.04164128	C
2008-09-24	0:00	4.2192032	C
2008-09-25	0:00	4.0776192	C
2008-09-26	0:00	3.256432	C
2008-09-27	0:00	2.8599968	C
2008-09-28	0:00	2.63912576	C
2008-09-29	0:00	2.8599968	C
2008-09-30	0:00	3.1714816	C
2008-10-01	0:00	2.973264	C
2008-10-02	0:00	2.760888	C
2008-10-03	0:00	2.61647232	C
2008-10-04	0:00	2.44090816	C
2008-10-05	0:00	2.42391808	C
2008-10-06	0:00	2.62779904	C
2008-10-07	0:00	3.7095008	C
2008-10-08	0:00	5.2952416	C
2008-10-09	0:00	4.8421728	C
2008-10-10	0:00	4.105936	C
2008-10-11	0:00	3.5962336	C
2008-10-12	0:00	3.256432	C
2008-10-13	0:00	3.0865312	C
2008-10-14	0:00	3.2281152	C
2008-10-15	0:00	3.681184	C
2008-10-16	0:00	4.672272	C
2008-10-17	0:00	4.5023712	C
2008-10-18	0:00	4.24752	C
2008-10-19	0:00	3.8510848	C
2008-10-20	0:00	3.681184	C
2008-10-21	0:00	3.4829664	C
2008-10-22	0:00	3.3413824	C
2008-10-23	0:00	3.4546496	C
2008-10-24	0:00	3.7378176	C
2008-10-25	0:00	3.7661344	C
2008-10-26	0:00	3.681184	C
2008-10-27	0:00	3.6245504	C
2008-10-28	0:00	3.398016	C
2008-10-29	0:00	3.3130656	C
2008-10-30	0:00	3.3413824	C
2008-10-31	0:00	3.3130656	C
2008-11-01	0:00	3.114848	C
2008-11-02	0:00	3.0015808	C
2008-11-03	0:00	3.0582144	C
2008-11-04	0:00	3.0582144	C
2008-11-05	0:00	3.1431648	C
2008-11-06	0:00	7.9570208	C
2008-11-07	0:00	15.3193888	C
2008-11-08	0:00	12.0063232	C
2008-11-09	0:00	9.5427616	C
2008-11-10	0:00	7.7021696	C
2008-11-11	0:00	6.8809824	C
2008-11-12	0:00	7.928704	C
2008-11-13	0:00	10.1090976	C
2008-11-14	0:00	11.4399872	C
2008-11-15	0:00	11.4116704	C
2008-11-16	0:00	9.91088	C
2008-11-17	0:00	8.5233568	C
2008-11-18	0:00	7.3906848	C
2008-11-19	0:00	6.7677152	C
2008-11-20	0:00	6.1164288	C
2008-11-21	0:00	4.813856	C
2008-11-22	0:00	5.1819744	C
2008-11-23	0:00	4.7855392	C
2008-11-24	0:00	5.0403904	C
2008-11-25	0:00	4.3041536	C
2008-11-26	0:00	4.5873216	C
2008-11-27	0:00	4.4740544	C
2008-11-28	0:00	4.1625696	C
2008-11-29	0:00	4.0209856	C
2008-11-30	0:00	4.3041536	C
2008-12-01	0:00	3.9077184	C
2008-12-02	0:00	2.8599968	C
2008-12-03	0:00	3.0865312	C
2008-12-04	0:00	2.12092832	C
2008-12-05	0:00	2.52585856	C
2008-12-06	0:00	2.50320512	C
2008-12-07	0:00	2.43241312	C
2008-12-08	0:00	2.82318496	C
2008-12-09	0:00	2.59381888	C
2008-12-10	0:00	2.43241312	C
2008-12-11	0:00	2.82318496	C
2008-12-12	0:00	2.58532384	C
2008-12-13	0:00	2.82601664	C
2008-12-14	0:00	2.31914592	C
2008-12-15	0:00	2.10110656	C
2008-12-16	0:00	2.12092832	C
2008-12-17	0:00	2.45223488	C
2008-12-18	0:00	2.49754176	C
2008-12-19	0:00	2.60797728	C
2008-12-20	0:00	2.31914592	C
2008-12-21	0:00	2.07845312	C
2008-12-22	0:00	1.99350272	C
2008-12-23	0:00	2.41825472	C
2008-12-24	0:00	2.23985888	C
2008-12-25	0:00	2.30498752	C
2008-12-26	0:00	2.5060368	C
2008-12-27	0:00	2.79486816	C
2008-12-28	0:00	2.74956128	C
2008-12-29	0:00	3.114848	C
2008-12-30	0:00	2.9449472	C
2008-12-31	0:00	2.7325712	C
2009-01-01	0:00	2.9166304	C
2009-01-02	0:00	2.77787808	C
2009-01-03	0:00	3.0015808	C
2009-01-04	0:00	2.64478912	C
2009-01-05	0:00	2.82318496	C
2009-01-06	0:00	2.80053152	C
2009-01-07	0:00	2.71274944	C
2009-01-08	0:00	2.56550208	C
2009-01-09	0:00	2.8883136	C
2009-01-10	0:00	2.54284864	C
2009-01-11	0:00	2.47488832	C
2009-01-12	0:00	2.43241312	C
2009-01-13	0:00	2.45223488	C
2009-01-14	0:00	2.38710624	C
2009-01-15	0:00	2.18605696	C
2009-01-16	0:00	2.08694816	C
2009-01-17	0:00	2.55417536	C
2009-01-18	0:00	2.3078192	C
2009-01-19	0:00	1.84342368	C
2009-01-20	0:00	1.66502784	C
2009-01-21	0:00	1.7981168	C
2009-01-22	0:00	1.6423744	C
2009-01-23	0:00	1.486632	C
2009-01-24	0:00	1.4441568	C
2009-01-25	0:00	1.97651264	C
2009-01-26	0:00	1.97651264	C
2009-01-27	0:00	1.77546336	C
2009-01-28	0:00	1.82360192	C
2009-01-29	0:00	2.11243328	C
2009-01-30	0:00	1.95669088	C
2009-01-31	0:00	1.58007744	C
2009-02-01	0:00	1.29124608	C
2009-02-02	0:00	1.48946368	C
2009-02-03	0:00	2.28233408	C
2009-02-04	0:00	2.37011616	C
2009-02-05	0:00	2.83168	C
2009-02-06	0:00	2.9166304	C
2009-02-07	0:00	2.19172032	C
2009-02-08	0:00	1.86041376	C
2009-02-09	0:00	1.88023552	C
2009-02-10	0:00	15.3193888	C
2009-02-11	0:00	54.085088	C
2009-02-12	0:00	33.98016	C
2009-02-13	0:00	25.4568032	C
